Time	Group	GroupNum
0.43	ILEC	1
0.42	ILEC	1
0.38	ILEC	1
0.37	ILEC	1
0.35	ILEC	1
0.35	ILEC	1
0.33	ILEC	1
0.3	ILEC	1
0.25	ILEC	1
0.25	ILEC	1
0.25	ILEC	1
0.25	ILEC	1
0.25	ILEC	1
0.23	ILEC	1
0.22	ILEC	1
0.22	ILEC	1
21.25	ILEC	1
9.48	ILEC	1
7.47	ILEC	1
6.9	ILEC	1
6.45	ILEC	1
6.18	ILEC	1
5.73	ILEC	1
5.73	ILEC	1
5.73	ILEC	1
5.72	ILEC	1
5.7	ILEC	1
5.7	ILEC	1
5.7	ILEC	1
5.68	ILEC	1
5.05	ILEC	1
5.02	ILEC	1
5.02	ILEC	1
5.02	ILEC	1
0.2	ILEC	1
0.2	ILEC	1
0.18	ILEC	1
0.17	ILEC	1
0.15	ILEC	1
0.15	ILEC	1
0.15	ILEC	1
0.12	ILEC	1
0.12	ILEC	1
0.1	ILEC	1
0.08	ILEC	1
0.08	ILEC	1
0.07	ILEC	1
0.05	ILEC	1
0.03	ILEC	1
8	ILEC	1
7.33	ILEC	1
5.08	ILEC	1
5	ILEC	1
4.98	ILEC	1
4.97	ILEC	1
4.97	ILEC	1
4.97	ILEC	1
4.97	ILEC	1
4.95	ILEC	1
4.93	ILEC	1
4.92	ILEC	1
4.92	ILEC	1
4.9	ILEC	1
4.88	ILEC	1
4.88	ILEC	1
4.88	ILEC	1
4.85	ILEC	1
4.85	ILEC	1
4.18	ILEC	1
4.05	ILEC	1
4.03	ILEC	1
4.02	ILEC	1
4	ILEC	1
3.98	ILEC	1
3.97	ILEC	1
3.95	ILEC	1
3.95	ILEC	1
3.93	ILEC	1
3.93	ILEC	1
3.92	ILEC	1
3.88	ILEC	1
3.85	ILEC	1
3.85	ILEC	1
3.77	ILEC	1
3.7	ILEC	1
2.58	ILEC	1
2.58	ILEC	1
7.08	ILEC	1
0.65	ILEC	1
0.65	ILEC	1
0.63	ILEC	1
2.58	ILEC	1
2.53	ILEC	1
1.33	ILEC	1
2.4	ILEC	1
2.37	ILEC	1
2.35	ILEC	1
0.07	ILEC	1
0.07	ILEC	1
0.05	ILEC	1
0.08	ILEC	1
0.05	ILEC	1
0.03	ILEC	1
0.08	ILEC	1
0.07	ILEC	1
0.03	ILEC	1
0.07	ILEC	1
0.03	ILEC	1
0.03	ILEC	1
0.03	ILEC	1
0.05	ILEC	1
0.05	ILEC	1
6.77	ILEC	1
26.5	ILEC	1
15.18	ILEC	1
0	ILEC	1
0	ILEC	1
41.08	ILEC	1
18.02	ILEC	1
0.07	ILEC	1
8.17	ILEC	1
4.67	ILEC	1
7.82	ILEC	1
14.92	ILEC	1
44.15	ILEC	1
0	ILEC	1
0.07	ILEC	1
0.07	ILEC	1
9.17	ILEC	1
5.82	ILEC	1
0	ILEC	1
2.73	ILEC	1
0.05	ILEC	1
0.05	ILEC	1
0.53	ILEC	1
0.13	ILEC	1
46.7	ILEC	1
25.18	ILEC	1
1.03	ILEC	1
5.98	ILEC	1
1.22	ILEC	1
0.05	ILEC	1
0.05	ILEC	1
8.05	ILEC	1
7.52	ILEC	1
0.07	ILEC	1
0.07	ILEC	1
0.07	ILEC	1
3.02	ILEC	1
0.08	ILEC	1
0.08	ILEC	1
0.03	ILEC	1
65.1	ILEC	1
0	ILEC	1
0	ILEC	1
48.3	ILEC	1
44.43	ILEC	1
0.07	ILEC	1
0	ILEC	1
0	ILEC	1
4.02	ILEC	1
0.03	ILEC	1
0.05	ILEC	1
0.07	ILEC	1
0	ILEC	1
52.37	ILEC	1
28.85	ILEC	1
3.53	ILEC	1
0.1	ILEC	1
0	ILEC	1
6.4	ILEC	1
0.02	ILEC	1
0	ILEC	1
0	ILEC	1
0.95	ILEC	1
0	ILEC	1
67.62	ILEC	1
76.17	ILEC	1
0.07	ILEC	1
0.18	ILEC	1
24.37	ILEC	1
0	ILEC	1
0.87	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
22.73	ILEC	1
16.85	ILEC	1
21.57	ILEC	1
0.07	ILEC	1
0	ILEC	1
21.92	ILEC	1
19.32	ILEC	1
0.33	ILEC	1
25.63	ILEC	1
3.22	ILEC	1
16.73	ILEC	1
0	ILEC	1
24.1	ILEC	1
43.95	ILEC	1
16.18	ILEC	1
0	ILEC	1
19.45	ILEC	1
19.77	ILEC	1
18.92	ILEC	1
0.07	ILEC	1
3.33	ILEC	1
17.15	ILEC	1
4.5	ILEC	1
29.15	ILEC	1
0.05	ILEC	1
3.02	ILEC	1
42.6	ILEC	1
26.03	ILEC	1
0.67	ILEC	1
20.03	ILEC	1
0	ILEC	1
70.6	ILEC	1
21.03	ILEC	1
4.58	ILEC	1
3.07	ILEC	1
26.47	ILEC	1
26.5	ILEC	1
53.7	ILEC	1
22.25	ILEC	1
24.33	ILEC	1
5.15	ILEC	1
4.27	ILEC	1
0.17	ILEC	1
25.98	ILEC	1
0	ILEC	1
26.38	ILEC	1
3.12	ILEC	1
19.4	ILEC	1
0	ILEC	1
0	ILEC	1
1.82	ILEC	1
2.67	ILEC	1
1.65	ILEC	1
0.02	ILEC	1
0	ILEC	1
0	ILEC	1
19.77	ILEC	1
0	ILEC	1
25.63	ILEC	1
5.2	ILEC	1
2.88	ILEC	1
2.03	ILEC	1
0.5	ILEC	1
22.28	ILEC	1
0	ILEC	1
0.03	ILEC	1
22.62	ILEC	1
21.1	ILEC	1
17.8	ILEC	1
1.45	ILEC	1
4.3	ILEC	1
0.27	ILEC	1
3.85	ILEC	1
28.22	ILEC	1
0	ILEC	1
15.67	ILEC	1
16.63	ILEC	1
24.03	ILEC	1
0	ILEC	1
3.7	ILEC	1
27.05	ILEC	1
22.57	ILEC	1
1.07	ILEC	1
1.4	ILEC	1
51.68	ILEC	1
28.17	ILEC	1
19.77	ILEC	1
26.9	ILEC	1
16.53	ILEC	1
15.25	ILEC	1
0	ILEC	1
0	ILEC	1
0.12	ILEC	1
0.02	ILEC	1
22.08	ILEC	1
1.05	ILEC	1
0	ILEC	1
0	ILEC	1
0.4	ILEC	1
0.25	ILEC	1
16.88	ILEC	1
6.38	ILEC	1
0	ILEC	1
16.38	ILEC	1
0.43	ILEC	1
0	ILEC	1
0	ILEC	1
0.17	ILEC	1
1.85	ILEC	1
0	ILEC	1
25.17	ILEC	1
3.28	ILEC	1
21.88	ILEC	1
20.47	ILEC	1
0.02	ILEC	1
22.15	ILEC	1
0	ILEC	1
2.82	ILEC	1
74.6	ILEC	1
4.38	ILEC	1
0	ILEC	1
3.38	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
4.03	ILEC	1
6.42	ILEC	1
0.12	ILEC	1
3.95	ILEC	1
15.98	ILEC	1
5.35	ILEC	1
74.92	ILEC	1
19.43	ILEC	1
0	ILEC	1
0	ILEC	1
4.4	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
20.93	ILEC	1
23.92	ILEC	1
21.38	ILEC	1
0	ILEC	1
14.4	ILEC	1
0.52	ILEC	1
19.45	ILEC	1
22.63	ILEC	1
0.47	ILEC	1
46.37	ILEC	1
24.25	ILEC	1
0	ILEC	1
35.57	ILEC	1
0	ILEC	1
1.52	ILEC	1
6.65	ILEC	1
16.18	ILEC	1
0.25	ILEC	1
19.28	ILEC	1
0	ILEC	1
14.3	ILEC	1
18.58	ILEC	1
23.68	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
0	ILEC	1
23.7	ILEC	1
25.42	ILEC	1
4.83	ILEC	1
3.6	ILEC	1
18.13	ILEC	1
26.62	CLEC	2
8.6	CLEC	2
0	CLEC	2
21.15	CLEC	2
8.33	CLEC	2
20.28	CLEC	2
96.32	CLEC	2
17.97	CLEC	2
3.42	CLEC	2
0.07	CLEC	2
24.38	CLEC	2
19.88	CLEC	2
14.33	CLEC	2
5.45	CLEC	2
5.4	CLEC	2
2.68	CLEC	2
0	CLEC	2
24.2	CLEC	2
22.13	CLEC	2
18.57	CLEC	2
20	CLEC	2
14.13	CLEC	2
5.8	CLEC	2
